reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
169ab81f-f35c-41c6-9f68-27623df981d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,busuk,1,0,3.333.0,2025-10-12 11:38:30,,,3.333.0
b4050a91-a49b-48d9-babd-2cb30ab85628,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5,0,3.333.0,2025-10-12 11:23:59,,,3.333.0
c17698b0-9583-4045-8d8b-68aa7f2f34e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,memang mantab belanja disini,4,0,3.333.0,2025-10-12 11:16:29,,,3.333.0
9ae03f89-b6b6-4baf-b0a3-b44f0e50adac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,serba eror,1,0,3.333.0,2025-10-12 11:16:29,,,3.333.0
3814227f-4f05-42cf-acaa-c77a75a01e4c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"notifikasi update menyebalkan, muncul terus.",1,0,3.328.0,2025-10-12 10:36:48,,,3.328.0
c9f7827d-6dd5-4d97-bb1a-f89a8ad7dd8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin kesini makin banyak eror Nyoba instal ulang nunggu lama malah gagal instalasinya deuh,,,, Beda dgn app toko sebelah simple",1,1,3.332.0,2025-10-12 09:57:49,"Toppers, mohon maaf atas kendala yang kamu alami. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care di tkp.me/supportMainapps untuk dicek lebih lanjut. Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi yang lebih baik lagi untuk semua pengguna.",2025-03-20 23:20:08,3.332.0
229f6f45-668a-4b49-9460-a87e71e046ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"keren 👍😎😊🙏,,,",5,0,3.333.0,2025-10-12 09:47:03,,,3.333.0
8a2bb067-40f2-46e0-90fb-74073f7b3d2a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,3.333.0,2025-10-12 09:34:53,,,3.333.0
24550ceb-8c41-4f6b-bbfb-2113aa8c7999,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,𝘵𝘰𝘬𝘱𝘦𝘥 𝘴𝘦𝘬𝘢𝘳𝘢𝘯𝘨 𝘬𝘦𝘬 𝘉𝘈𝘉𝘐!!! 𝘭𝘦𝘮𝘰𝘵 𝘣𝘢𝘯𝘨𝘦𝘵 𝘈𝘕𝘑𝘐𝘕𝘎!!! 𝘬𝘦𝘣𝘢𝘯𝘺𝘢𝘬𝘢𝘯 𝘶𝘱𝘥𝘢𝘵𝘦 𝘨𝘢𝘬 𝘫𝘦𝘭𝘢𝘴 𝘒𝘖𝘕𝘛𝘖𝘓!!!,1,0,3.289.0,2025-10-12 09:24:09,,,3.289.0
029566eb-ca91-4c98-975b-3775acf5b4b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi tidak rekomendasi , dana kita ditahan minta foto nya dibilang blur",1,0,3.333.0,2025-10-12 09:20:16,,,3.333.0
55b47618-b2a3-4eb6-b937-274989e7f721,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"BANYAK BUG, masa harga piring semi melamin 1 lusin 400ribu, ongkos kirim nya 60ribu, busetttt",1,0,3.333.0,2025-10-12 09:04:48,,,3.333.0
dee9b34e-98e5-4cb8-8d56-95e737969380,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi error trus,1,0,3.333.0,2025-10-12 08:42:29,,,3.333.0
1a961ec1-4309-4585-a62b-bbe68c30a999,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,diskon dan gratis ongkirnya hilang saat mau check out. buang² waktu pakai aplikasi ini,1,0,3.333.0,2025-10-12 08:38:18,,,3.333.0
e7a65958-7df7-45c1-86d5-477154885c76,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Marketplace maksa, tidak bisa pilih pengiriman yg di mau, harus menggunakan pengiriman pilihannya sendirii. Kecewaaa dengan rekomendasi pengiriman Tokopediaa..",1,0,3.332.0,2025-10-12 08:38:01,,,3.332.0
145db481-8782-486c-bee1-7c36d54109ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,error mulu gagal login sama tiba2 keluar sendiri,3,0,3.333.0,2025-10-12 08:36:57,,,3.333.0
c9d62808-ff51-46ad-a8b0-c2006ba4684c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ga cocok buat aq yg ga sabaran 😅, katanya kode Verifikasi udh dikirim nyatanya belum, loading daftar lama bgt",4,0,3.333.0,2025-10-12 08:33:32,,,3.333.0
e2a996aa-2d7f-49cb-9194-73eccc29efcd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini sekarang sudah update besar-besaran apalagi updatenya sangat membantu para calon pembeli plus ternyata banyak voucher promo dan diskon. ya lumayanlah 😎 saya suka aplikasi e-commerce yang satu ini Tokopedia 👍✨,4,0,3.331.1,2025-10-12 08:05:45,,,3.331.1
45a01892-7140-436c-8919-e638b0cbab02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,trimakasih aplikasinya agar mudah belanja,5,0,3.328.0,2025-10-12 08:03:29,,,3.328.0
422af8ea-3e7a-4fb3-b3fd-56483eb8e76d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,heran kenapa sih kalo mau buka menu pembayaran lainnya selalu gak bisa atau gak suka lama gitu loading nya kita mau beli tapi pengen pake pembayaran lain masa gak bisa benerin tuh sistemnya,1,0,3.333.0,2025-10-12 07:41:58,,,3.333.0
5cf346ba-9d7d-40fe-bc0b-9a90d5ee0544,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dapet voucher 800 rbu dengan cekout 2 barang.. ga ada voucher nya padahal dh cekout 2 barang, malah suruh cekout lagi 2 barang, gimana sih",3,0,3.333.0,2025-10-12 07:33:47,,,3.333.0
3ffb5269-737f-4214-9b55-389bcd90a38d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semakin kesini semakin gak jelas...tiba2 dibatalkan refundnya dikembalikan dimana juga gak jelas...di chat lama,2,0,3.333.0,2025-10-12 07:26:36,,,3.333.0
d6effd5f-c802-4770-8b4e-f14bc35f7488,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Semoga lebih ditingkatkan kembali aplikasinya,5,0,3.333.0,2025-10-12 07:11:11,,,3.333.0
1a4fd17f-0818-4b9f-81ec-96c12bc3a734,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,senang belanja,4,0,3.329.0,2025-10-12 06:51:49,,,3.329.0
3b895e92-68b5-49d4-854a-7040b6b50e84,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mohon diperbaiki,3,0,3.80,2025-10-12 06:04:52,,,3.80
8ce3091e-ab94-4bcc-bc9e-dcfb1cfa6a56,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baru mencoba,2,0,3.330.0,2025-10-12 05:56:03,,,3.330.0
157cbece-313d-4680-b093-41b571dcacc0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,min garena kenapa nggak bisa Pepeng shoot,5,0,,2025-10-12 05:40:38,,,
2ca4750c-1cae-4ea6-93f6-0d5fbd2220bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Parah dan hancur sekarang Toped ini. Paket saya tidak sampai2.. Di sistem masih gantung 'Lacak' . Tokopedia Care nya juga lepas tangan gak membantu. Sellernya juga gak memberi response. Kurirnya (Paxel) menggantung 'lacak' disistem. Sudah 2 Minggu. Dulu bisa batalin, sekarang dipaksa urusin sendiri gak ada penengah. Saya hanya membeli dengan jujur, tapi dicewain begini. Jangan beli Toped lagi. Lepas tangan dan masa bodo Customer servicenya / Tokopedia carenya. Sangat berbahaya beli di Tokopedia.",1,6,3.333.0,2025-10-12 05:36:15,,,3.333.0
ce41cba3-041d-4e6f-af18-6a8f88c49779,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,3.333.0,2025-10-12 05:27:16,,,3.333.0
fa51fa5c-80b7-4e66-bf4f-e8172041a63a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Suka sekali,5,0,,2025-10-12 05:23:45,,,
ad822daa-6538-47d4-aeb4-3df0cc19691f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sistem scam dikasih harga 32.000 dari 92.000 diskonnya udh jelas tapi pas mau pembayaran gw hitung kok totalnya beda gk sesuai diskon padah udh gw unceklis biaya asuransi sama proteksi. gila bgt ngambil untungnya aplikasi GK amanah! voucher diskon berasa kgk ada gunanya soalnya kalo dipake harganya ya emng tetep segitu berarti kgk dpt diskon apa2 sialan,1,0,3.333.0,2025-10-12 05:17:09,,,3.333.0
31613126-a2ca-4052-a461-df0b0803f61f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,buat expedisi sendiri biar lebih terintegrasi dan lebih cepat sampai,3,0,3.333.0,2025-10-12 04:57:44,,,3.333.0
91107542-473d-40cf-bb51-eebbd2f76acc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"note recommended, setelah gabung tok tok 👎",1,0,3.333.0,2025-10-12 04:29:30,,,3.333.0
51cdb08b-16d0-4820-ad3b-de67e7be0b42,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke...,5,0,,2025-10-12 04:09:04,,,
6cb0cc4b-bee9-4be5-ba5e-11f1a6c2a9ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa banyak sekali biaya pada saat transaksi, apa lagi klo bayar pakai aplikasi gopay pasti ada biaya cicilan yg besar. tlg di ringan kan min jangan terlalu banyak biaya dalam transaksi.",2,0,,2025-10-12 03:45:00,,,
563b694e-ac55-4213-b8a4-2e229f3d9f88,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Susah dibuka sy posisi.didaerah sini,5,0,,2025-10-12 03:25:24,,,
5124278f-ebf8-488a-b589-00db81270a6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,di update malah ngeLAG di menu voucher nya. 🥲,1,0,,2025-10-12 03:12:21,,,
37ac3bb2-4875-4939-b3e4-9c1bf19c2746,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus, barang sesuai, berkualitas dengan harga yang terjangkau",5,0,3.333.0,2025-10-12 03:02:24,,,3.333.0
738adafd-4afb-476e-b414-19b21e968b37,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2025-10-12 02:51:12,,,
71879c65-a642-4e85-b1f2-27836749122a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tokped care yang lemot,1,0,3.333.0,2025-10-12 02:46:02,,,3.333.0
351e9a91-23bf-4112-8fc7-8ffc32ef0e66,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi mengecewakan dana refund di tarik malah pending trus gimana sih cara kerjanya,3,0,,2025-10-12 02:39:39,,,
05de4ec7-3018-41ef-8d5f-ddcaa605d2c5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak meriko mendasi lg setelah gabung ama ticktok tambah lelet bnyak toko yang biasa langganan hilang jejak gak bisa di cari lg,1,0,3.319.0,2025-10-12 02:27:55,,,3.319.0
25ae6f08-32d7-4381-affd-c628efb1acf7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,3.333.0,2025-10-12 01:50:25,,,3.333.0
3c1aa077-23e7-4cea-ac0c-8ea9fcfde2fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,belanja mudah n untung,5,0,,2025-10-12 01:22:34,,,
e47020ad-51e5-4d10-b3e5-6aa7fcdf1269,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pengiriman kebanyakan ""Handover"" nya, kata gw mah udah 1 pihak ajah, ngapain coba di over over tuh paket jadi lama gj bener nih Tokped",1,0,3.333.0,2025-10-12 01:09:01,,,3.333.0
33554488-b727-4379-8b49-65d327a9b853,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pengembalian Dana sulit, walaupun seller sudah di tutup permanen sama Tokopedia, karena melanggar aturan",1,0,3.333.0,2025-10-12 00:41:59,,,3.333.0
57a01b47-4dd7-4eef-a567-a84bed485b22,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya punya apl tiktok , saya sering belanja melalui tiktok ( toko pedia ) ntah kenapa tiba2 saldo pay later di tiktok saya hilang sedangkankan saya tidak merasa transaksi ini yang ada malah timbul tagihan pinjaman ke saya saya coba hub pihak tokped via wa maupun cs tidak ada tanggapan mohon bantuan penjelasannya....",1,0,,2025-10-12 00:41:58,,,
8acb35ff-ca13-4c48-bd7c-0560ecb2793f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apaan dah temen gua dapet diskon pengguna baru trs setiap 3 hari lah gua kapan njir udh nunggu setengah hari gk ada diskon sama sekali,3,0,3.333.0,2025-10-11 23:44:48,,,3.333.0
2ebe359d-ce3b-459a-9050-89c21647beb4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah gak seperti dulu, pencarian barang dulu paling bisa diandelin ditokped, sekarang kita masukkan nama barang A yang keluar macem macem",1,0,3.333.0,2025-10-11 22:11:08,,,3.333.0
b52eabe7-ecef-44c3-9546-f46e0395aadc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pilihan produk banyak dan berkualitas dan juga pakaian ada dan bisa di beli melalui transfer atau COD,5,0,3.304.0,2025-10-11 22:07:51,,,3.304.0
3a70d85f-8ea2-49f8-ba5d-88bb83846c40,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cepet cepet biar bisa gunain paylater nya,5,0,3.331.1,2025-10-11 20:30:09,,,3.331.1
b8e7165c-e33b-4c98-915d-4f0be5b4a55a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa matanya Tokopedia koq berkaca kaca gitu baik saja kan KA, udah jika masalah jodoh itu udh di atur yang maha kuasa ya ,jika masalah itu tenang saaj aja aku tidak akan pernah libatkan kalian aitu janji aku",5,0,3.333.0,2025-10-11 20:01:31,,,3.333.0
83667f63-8411-48a6-9a96-4919446d8aea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiga dulu. kalau bagus sayah tambah in lagi 10,3,0,3.333.0,2025-10-11 19:18:55,,,3.333.0
ea54d44b-8b59-4c93-ae81-9cc5343c5d8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super,5,0,4.01-test,2025-10-11 17:21:08,,,4.01-test
